screen_name,day,text,month,party,topics,triggering_event,analytical_notes,likely_context
ArielKallner,02/03/2021,"בכנסת הבאה, אם הימין לא יבזבז קולות על בנט וסער שמתכוונים להקים קואליציה עם ליברמן, לפיד, מרב מיכאלי ומרץ, נוכל סוף סוף לטפל במערכת המשפט ולשמור על המדינה היהודית היחידה בעולם.",Mar-21,Likud,"judicial, identity",Aftermath of HCJ conversion ruling,Continued mobilization around Jewish identity threat,Continued backlash on conversion ruling (Jewish identity)
bezalelsm,03/03/2021,"מנוולים שמוציאים דיבתם של לוחמי צה""ל רעה בשקרים והכפשות צריכים ללמוד שיש לזה מחיר. כל הכבוד לחבר'ה מ""עד כאן"" על ההתייצבות לימין חיילי צה""ל. https://t.co/V247whjhCy",Mar-21,Religious Zionism,"?betrayal, ?security",,,Conversion ruling fallout; judicial reform demands
GYevarkan,03/03/2021,"2/2 לפעמים נדמה שלשמאל הקיצוני אין קווים אדומים בניסיונו הכושל להחלפת ממשלת הימין. הכול כשר, גם פגיעה קשה בישראל, ובלבד שנתניהו ילך.  אסור להקל ראש בהחלטת בין הדין. יש לעמוד כנגדה בצורה תקיפה ונמרצת. רק ממשלת ימין ללא פשרות, ללא רוטציה, בלי ""פייק"" ממשלה, תדע לעשות זאת כראוי.",Mar-21,Likud,,,,Conversion ruling fallout; judicial reform demands
netanyahu,06/03/2021,RT @Likud_Party: אפילו התקשורת מודה: קול לבנט או גדעון יביא את לפיד להיות ראש ממשלה.   הצביעו מחל לממשלת ימין יציבה שתעבוד עבור כל אזרחי יש…,Mar-21,Likud,?media,,,Pre-election: judicial reform and coalition formation rhetoric
shlomo_karhi,06/03/2021,"אין בישראל יותר שמאל קיצוני. יש ימין ערבי לאומני אנטי ציוני ומקומו מחוץ לכנסת.  אלו השותפים לממשלה בראשות יאיר לפיד, שבנט וסער מעדיפים על פני ממשלת ימין.  ב-23.3 מקימים כאן בעז""ה ממשלת ימין על מלא בראשות הליכוד ונתניהו. https://t.co/xf7g5LlApF",Mar-21,Likud,delegitimization,,,Pre-election: judicial reform and coalition formation rhetoric
GolanMay,06/03/2021,"בשביל לעבור את אחוז החסימה ניצן הורוביץ מרשה לעצמו להכפיש את חיילי צה״ל ולהצדיק באופן הזוי, בזוי ובלתי נתפס את החלטת בית דין האנטישמי בהאג שהתקבלה בשבוע שעבר. מרצ היא כבר מזמן לא מפלגה ציונית. מה שכן, היא בהחלט מוזמנת לרוץ לבחירות המתקרבות ברשות הפלסטינית. זה אולי יהיה יותר הולם.",Mar-21,Likud,delegitimization,,,Pre-election: judicial reform and coalition formation rhetoric
bezalelsm,07/03/2021,"למי שלא מבין למה המשפטיזיצה המנותקת מסכנת את הביטחון של כולנו. חלק מהרפורמה שלנו במערכת המשפט תהיה לגבות את לוחמי צה""ל ולהחזיר להם את האמונה והביטחון בשימוש בנשק נגד הקמים עלינו. אנחנו שולחים את החיילים שלנו להגן עלינו, אנחנו חייבים להגן עליהם. https://t.co/p068qvmnDA",Mar-21,Religious Zionism,"judicial, security",לאחרונה יש יותר מידי מקרים בעייתיים של חוסר חתירה למגע בצה״ל. לוחם שקיבל נשק צריך לדעת שהוא יכול להשתמש בו ולא לחשוש. יש היום מגמה שלילית שלא נראתה בעבר של חיילים שלא חותרים מספיק למגע. הדבר הזה מדיר שינה מעינינו ודורש עבודה יסודית,,Pre-election: judicial reform and coalition formation rhetoric
HaleviAmit,07/03/2021,"RT @KolBarama: ח״כ @HaleviAmit ׳הליכוד׳ ל-@ronen_catz ב׳אחת בצהריים׳: ״בניגוד לאלו שרוצים להחליף את העם דרך בית משפט והיועמ״ש, אנחנו קשובים…",Mar-21,Likud,"judicial, people_centrism",,,Pre-election: judicial reform and coalition formation rhetoric
ayoobkara,07/03/2021,"היום יש לרמטכ""לים שלושה מחליפים  (סער ליברמן ובנט) ולפיד. הם מונעים לא רק משנאה אלא גם  מקנאה ואני בטוח כי גם הם יעלמו פוליטית כלא היו. הליכוד ונתניהו הם האמת של עם ישראל !!",Mar-21,Likud,"people_centrism, leader",,,Pre-election: judicial reform and coalition formation rhetoric
bezalelsm,09/03/2021,"רואה הרבה שמסתלבטים על האמירה הזו של שר החקלאות. אז אם זה לא היה עצוב היינו אכן צוחקים, אבל זה עצוב מאוד. עצוב שחלקים בשמאל חווים אבדן דרך כזה ביחס לאדנים הבסיסיים ביותר של החיים הבריאים. ילדים זה שמחה! ילדים זה ברכה! ילדים זה חיים!!! https://t.co/hVn493Mh55",Mar-21,Religious Zionism,,,,Pre-election: identity and social issues
dudiamsalem,10/03/2021,"תיראו מופתעים; ההגמוניה הבג""צית קיבלה את עתירת הפריבילגים מהתנועה 'לאיכות' השלטון, שאסור לגעת בנבחרת הדירקטורים האליטיסטית של יש עתיד/צפון ת""א. הכל כדי שחס ושלום לא יסתננו אנשים מוכשרים מהפריפריה, מעדות שונות וגילאים צעירים. הם ממשיכים ללעוג ולהדיר אותנו- אני אמשיך להיאבק למענכם! https://t.co/oxxeDgESwE",Mar-21,Likud,judicial,,,Pre-election: judicial reform and civic participation
zoharm7,12/03/2021,"ברוך ה׳, המצב הבריאותי הולך ומשתפר. הנחישות של רה״מ שנאבק להביא כמה שיותר חיסונים הכריעה לטובתנו. בזמן שהם זילזלו, הוא האמין. עכשיו נשאלת השאלה? מי יפתור גם את הנושא הכלכלי? אל תתנו לשטיפות המוח של התקשורת ושל כמה פוליטיקאים להטעות אתכם, לכו עם השכל ועם הלב שלכם. תצביעו ליכוד.",Mar-21,Likud,"?economy, ?media",,,Pre-election: vaccination progress (positive framing)
ettyatia,13/03/2021,"ליברמן לקח את אסטרטגיית ההסתה שלו עוד צעד רחוק מדי. מפלגה שאמורה לייצג ציבור ערכי, לא יכולה להתבסס רק על שנאה לאחר. ההשתלחויות והפרובוקציות רק מוכיחות- כשאין עשייה, נשארות רק ההסתה והפילוג.  https://t.co/FwW12Yr1B6",Mar-21,Likud,,,,Pre-election: coalition disputes and rhetoric
KerenBarak,14/03/2021,"ביקשתי דיון דחוף בוועדה למעמד האישה בכנסת, את הגישה הזו של @praklitut הפרקליטות לגבי אלימות נגד קטינים ונגד נשים, חייבים לשנות מהשורש. הגיע הזמן שיבינו שם הפרקליטות שאמנם זכויות העבריינים חשובות, אבל זכות החברה לחיות ללא פחד ע״י ענישה, הרתעה והרחקת עבריינים ממנה חשובה לא פחות! https://t.co/VYFFh46mDH",Mar-21,Likud,"?ag, ?security",,,Pre-election: AG credibility and judicial issues
netanyahu,14/03/2021,לפיד מסתתר מאחורי גדעון ובנט כדי שלא תדעו שאין להם ממשלה בלעדיו. אבל זו האמת: רק הליכוד יכול להקים ממשלת ימין יציבה - בלי רוטציה ובלי לפיד - כדי להזניק את הכלכלה שלנו אחרי הקורונה. https://t.co/eRQeEePOHm,Mar-21,Likud,"?covid, ?economy",,,Pre-election: AG credibility and judicial issues
bezalelsm,15/03/2021,"שאלו אותי עכשיו בכנסת ירושלים של @besheva_news אם הציונות הדתית היא מפלגה מגזרית שלא לוקחת אחריות על כל עם ישראל. הנה התשובה. בדרכי עכשיו לכנסת כדי לבלום את מס ההורים שנציג מפלגת ש""ס מטיל עליכם. https://t.co/HA4OZcNCLc",Mar-21,Religious Zionism,?identity,,,Pre-election: women's issues and identity
shlomo_karhi,16/03/2021,חברת כנסת תומכת טרור שמדברת על אזרחי ישראל הנרצחים...  מעניין מי רצח אותם...  מי מנסה לסכל כל טיפול במצב? מי התנגד להקמת תחנות משטרה...? https://t.co/Zt8uMuGaac,Mar-21,Likud,"delegitimization, exclusion",,,Pre-election: governance and security issues
bezalelsm,16/03/2021,"תושבי דרום תל אביב כבר הופקרו רשמית בידי המדינה: המשטרה, בט""ל וכמובן מערכת המשפט התגייסו כדי להפוך את המסתננים לתושבי קבע. פרח מוגן ושמור. כולם נטשו אותם ואנו מתחייבים לא לנטוש לעולם. בדרום תל אביב תימדד המשילות והריבונות של המדינה, שכרגע פשוט לא קיימות. אנחנו פה כדי לפתור את זה. https://t.co/KZX7Y9dlun",Mar-21,Religious Zionism,"immigration, people_centrism, judicial",,,Pre-election: governance and security issues
dudiamsalem,16/03/2021,"הגיעו מים עד נפש! עד מתי ימשיכו להתל, לחבל, להתחמק, להטעות ולסרבל?! הפקידים מונעים ממני למנות מנהל לרשות החברות הממשלתיות, וגורמים לנזק כלכלי ודיפלומטי אדיר למדינת ישראל! אני נאלץ לעתור לבג""ץ, כדי לעצור את ההפקרות הזאת, וכדי לסמן להם את הגבול- עד כאן! אתם תייעצו-  השר יחליט! https://t.co/mv1YvVvSLX",Mar-21,Likud,"?deep_state, ?economy, ?governance",,,Pre-election: governance and security issues
OsnathilaMark,16/03/2021,"כל אזרח שרוצה להתעורר ב 24.3 ולדעת שקמה ממשלה שתטפל בהסדרת ההתיישבות, בתיקון מערכת המשפט, בכלכלה חופשית, במאבק עיקש בהתעצמות הגרעינית של איראן ובהמשך השגשוג המדיני של ישראל חייב, פשוט חייב לראות את הסרטון הזה. https://t.co/YOkogA1t4R",Mar-21,Likud,"?economy, ?judicial, ?security",,,Pre-election: governance and security issues
shitrit_keti,17/03/2021,"אומנות הביזוי!  מחנה הפילוג והשיסוי ימשיך במייצגים ""אומנותיים"" שטופי השנאה, אנו נמשיך לשמור על מדינת ישראל יהודית ודמוקרטית, שבה חופש הביטוי מהווה ערך יסוד.  בעוד כמה ימים העם ייצא לבחור ולהחליט האם זאת תהיה מדינה יהודית בראשות נתניהו וממשלת ימין על מלא או במחנה שאיבד את הדרך. https://t.co/zN6bHPIuK3",Mar-21,Likud,"people_centrism, identity",,,Pre-election: final campaign messaging
